dates,region,department,commune,IdpsInd,IdpReturn,ReturnFromOutsideBorder,Refugees,RessortissantPaysTiers
2022-05-30,Tillabéri,Banibangou,Banibangou,187,0,0,0,0
2022-05-30,Tillabéri,Banibangou,Banibangou,517,0,0,0,0
2022-05-30,Tillabéri,Banibangou,Banibangou,1590,0,0,0,0
2022-05-30,Tillabéri,Ayerou,Ayorou,8888,0,0,0,0
2022-05-30,Tillabéri,Ayerou,Ayorou,3773,0,0,0,0
2022-05-30,Tillabéri,Tillabéri,Sakoira,2475,0,0,0,0
2022-05-30,Tillabéri,Tillabéri,Tillaberi,556,0,0,0,0
2022-05-30,Tillabéri,Tillabéri,Dessa,732,0,0,0,0
2022-05-30,Tillabéri,Tillabéri,Dessa,1100,0,0,0,0
2022-05-30,Tillabéri,Tillabéri,Sakoira,902,0,0,0,0
2022-05-30,Tillabéri,Bankilaré,Bankilare,1149,0,0,136,0
2022-05-30,Tillabéri,Bankilaré,Bankilare,121,0,0,377,0
2022-05-30,Tillabéri,Ouallam,Ouallam,7321,0,0,0,0
2022-05-30,Tillabéri,Gothèye,Gotheye,1067,0,0,0,0
2022-05-30,Tillabéri,Banibangou,Banibangou,347,0,0,0,0
2022-05-30,Tillabéri,Banibangou,Banibangou,2750,0,0,0,0
2022-05-30,Tillabéri,Banibangou,Banibangou,5781,0,0,0,0
2022-05-30,Tillabéri,Gothèye,Gotheye,165,0,0,0,0
2022-05-30,Tillabéri,Balleyara,Tagazar,985,1372,1372,0,0
2022-05-30,Tillabéri,Balleyara,Tagazar,715,0,0,0,0
2022-05-30,Tillabéri,Balleyara,Tagazar,913,0,0,70,0
2022-05-30,Tillabéri,Balleyara,Tagazar,440,0,0,0,0
2022-05-30,Tillabéri,Balleyara,Tagazar,369,0,0,0,0
2022-05-30,Tillabéri,Balleyara,Tagazar,605,0,0,0,0
2022-05-30,Tillabéri,Balleyara,Tagazar,215,0,0,0,0
2022-05-30,Tillabéri,Balleyara,Tagazar,314,0,0,0,0
2022-05-30,Tillabéri,Torodi,Makalondi,708,0,0,0,0
2022-05-30,Tillabéri,Torodi,Torodi,1155,1148,1148,0,56
2022-05-30,Tillabéri,Torodi,Makalondi,118,91,91,0,0
2022-05-30,Tillabéri,Torodi,Torodi,6200,1400,1400,350,105
2022-05-30,Tillabéri,Torodi,Makalondi,1200,0,0,0,0
2022-05-30,Tillabéri,Torodi,Makalondi,223,7,7,0,21
2022-05-30,Tillabéri,Torodi,Makalondi,775,140,140,42,441
2022-05-30,Tillabéri,Torodi,Torodi,230,0,0,0,0
2022-05-30,Tillabéri,Abala,Abala,595,0,0,0,0
2022-05-30,Tillabéri,Abala,Abala,2003,0,0,0,0
2022-05-30,Tillabéri,Abala,Abala,930,0,0,0,119
2022-05-30,Tillabéri,Abala,Abala,2016,0,0,0,0
2022-05-30,Tillabéri,Abala,Abala,1240,0,0,0,0
2022-05-30,Tillabéri,Abala,Abala,384,0,0,0,0
2022-05-30,Tillabéri,Abala,Abala,1172,0,0,0,560
2022-05-30,Tillabéri,Abala,Abala,471,0,0,0,0
2022-05-30,Tillabéri,Abala,Abala,298,0,0,0,0
2022-05-30,Tillabéri,Abala,Abala,1426,0,0,0,0
2022-05-30,Tillabéri,Abala,Abala,744,0,0,0,0
2022-05-30,Tillabéri,Abala,Abala,341,0,0,0,0
2022-05-30,Tillabéri,Abala,Abala,453,0,0,0,0
2022-05-30,Tillabéri,Abala,Abala,0,0,0,0,0
2022-05-30,Tillabéri,Abala,Abala,0,0,0,0,0
2022-05-30,Tillabéri,Abala,Abala,0,0,0,0,210
2022-05-30,Tillabéri,Abala,Abala,0,0,0,0,0
2022-05-30,Tillabéri,Abala,Sanam,4427,0,0,0,0
2022-05-30,Tillabéri,Abala,Sanam,1953,0,0,0,0
2022-09-30,Diffa,Bosso,Toumour,0,700,,,
2022-09-30,Diffa,Bosso,Toumour,168,0,,,
2022-09-30,Diffa,Bosso,Toumour,210,0,,,
2022-09-30,Diffa,Bosso,Toumour,126,0,,,
2022-09-30,Diffa,Bosso,Toumour,0,0,,,
2022-09-30,Diffa,Bosso,Toumour,210,0,,,
2022-09-30,Diffa,Bosso,Toumour,84,0,,,
2022-09-30,Diffa,Bosso,Bosso,210,0,,,
2022-09-30,Diffa,Bosso,Bosso,210,1345,,,
2022-09-30,Diffa,Bosso,Bosso,630,0,,,
2022-09-30,Diffa,Bosso,Bosso,168,0,,,
2022-09-30,Diffa,Bosso,Bosso,546,0,,,
2022-09-30,Diffa,Bosso,Bosso,126,0,,,
2022-09-30,Diffa,Bosso,Bosso,1470,0,,,
2022-09-30,Diffa,Bosso,Bosso,0,40,,,
2022-09-30,Diffa,Bosso,Bosso,126,0,,,
2022-09-30,Diffa,Bosso,Bosso,0,0,,,
2022-09-30,Diffa,Bosso,Bosso,126,0,,,
2022-09-30,Diffa,Bosso,Bosso,210,0,,,
2022-09-30,Diffa,Bosso,Bosso,840,0,,,
2022-09-30,Diffa,Bosso,Bosso,273,0,,,
2022-09-30,Diffa,Bosso,Bosso,420,75,,,
2022-09-30,Diffa,Bosso,Bosso,0,0,,,
2022-09-30,Diffa,Bosso,Bosso,0,0,,,
2022-09-30,Diffa,Bosso,Toumour,210,0,,,
2022-09-30,Diffa,Bosso,Toumour,126,0,,,
2022-09-30,Diffa,Bosso,Toumour,84,0,,,
2022-09-30,Diffa,Bosso,Toumour,84,0,,,
2022-09-30,Diffa,Bosso,Toumour,1680,0,,,
2022-09-30,Diffa,Bosso,Toumour,756,0,,,
2022-09-30,Diffa,Bosso,Toumour,294,0,,,
2022-09-30,Diffa,Bosso,Toumour,210,0,,,
2022-09-30,Diffa,Bosso,Toumour,420,0,,,
2022-09-30,Diffa,Bosso,Toumour,126,0,,,
2022-09-30,Diffa,Bosso,Toumour,672,0,,,
2022-09-30,Diffa,Bosso,Toumour,504,0,,,
2022-09-30,Diffa,Bosso,Toumour,0,0,,,
2022-09-30,Diffa,Bosso,Toumour,546,0,,,
2022-09-30,Diffa,Bosso,Toumour,630,0,,,
2022-09-30,Diffa,Bosso,Toumour,840,0,,,
2022-09-30,Diffa,Diffa,Diffa,328,0,,,
2022-09-30,Diffa,Diffa,Diffa,239,0,,,
2022-09-30,Diffa,Diffa,Diffa,487,0,,,
2022-09-30,Diffa,Diffa,Diffa,328,0,,,
2022-09-30,Diffa,Diffa,Diffa,1449,0,,,
2022-09-30,Diffa,Diffa,Diffa,433,0,,,
2022-09-30,Diffa,Diffa,Diffa,907,0,,,
2022-09-30,Diffa,Diffa,Diffa,218,0,,,
2022-09-30,Diffa,Diffa,Diffa,916,0,,,
2022-09-30,Diffa,Diffa,Diffa,987,0,,,
2022-09-30,Diffa,Diffa,Diffa,252,0,,,
2022-09-30,Diffa,Diffa,Diffa,722,0,,,
2022-09-30,Diffa,Diffa,Diffa,979,0,,,
2022-09-30,Diffa,Diffa,Diffa,542,0,,,
2022-09-30,Diffa,Diffa,Diffa,181,0,,,
2022-09-30,Diffa,Diffa,Diffa,907,0,,,
2022-09-30,Diffa,Diffa,Diffa,659,0,,,
2022-09-30,Diffa,Diffa,Diffa,0,0,,,
2022-09-30,Diffa,Diffa,Diffa,0,0,,,
2022-09-30,Diffa,Diffa,Diffa,622,0,,,
2022-09-30,Diffa,Diffa,Diffa,529,0,,,
2022-09-30,Diffa,Diffa,Diffa,71,0,,,
2022-09-30,Diffa,Diffa,Diffa,722,0,,,
2022-09-30,Diffa,Diffa,Diffa,433,0,,,
2022-09-30,Diffa,Diffa,Diffa,1021,0,,,
2022-09-30,Diffa,Diffa,Diffa,1814,0,,,
2022-09-30,Diffa,Diffa,Diffa,0,0,,,
2022-09-30,Diffa,Diffa,Diffa,361,0,,,
2022-09-30,Diffa,Diffa,Diffa,916,300,,,
2022-09-30,Diffa,Diffa,Diffa,722,0,,,
2022-09-30,Diffa,Diffa,Diffa,307,0,,,
2022-09-30,Diffa,Diffa,Diffa,542,0,,,
2022-09-30,Diffa,Diffa,Diffa,0,0,,,
2022-09-30,Diffa,Diffa,Diffa,0,0,,,
2022-09-30,Diffa,Diffa,Diffa,181,0,,,
2022-09-30,Diffa,Diffa,Diffa,361,0,,,
2022-09-30,Diffa,Diffa,Diffa,0,0,,,
2022-09-30,Diffa,Diffa,Diffa,592,13,,,
2022-09-30,Diffa,Diffa,Diffa,361,0,,,
2022-09-30,Diffa,Diffa,Diffa,290,0,,,
2022-09-30,Diffa,Diffa,Diffa,1848,85,,,
2022-09-30,Diffa,Diffa,Diffa,109,32,,,
2022-09-30,Diffa,Diffa,Diffa,8,1,,,
2022-09-30,Diffa,Diffa,Diffa,181,65,,,
2022-09-30,Diffa,Diffa,Diffa,722,150,,,
2022-09-30,Diffa,Diffa,Diffa,218,85,,,
2022-09-30,Diffa,Diffa,Diffa,290,20,,,
2022-09-30,Diffa,Diffa,Diffa,2029,0,,,
2022-09-30,Diffa,Diffa,Diffa,0,0,,,
2022-09-30,Diffa,Diffa,Diffa,0,0,,,
2022-09-30,Diffa,Diffa,Diffa,651,0,,,
2022-09-30,Diffa,Diffa,Diffa,979,0,,,
2022-09-30,Diffa,Diffa,Diffa,2008,0,,,
2022-09-30,Diffa,Diffa,Diffa,2533,75,,,
2022-09-30,Diffa,Diffa,Diffa,361,75,,,
2022-09-30,Diffa,Diffa,Diffa,1810,0,,,
2022-09-30,Diffa,Diffa,Diffa,542,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,0,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,361,0,,,
2022-09-30,Diffa,Diffa,Diffa,0,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,542,50,,,
2022-09-30,Diffa,Diffa,Gueskerou,88,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,361,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,71,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,0,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,542,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,252,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,38,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,361,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,844,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,126,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,542,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,433,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,1701,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,596,0,,,
2022-09-30,Diffa,Diffa,Chetimari,542,0,,,
2022-09-30,Diffa,Diffa,Chetimari,143,0,,,
2022-09-30,Diffa,Diffa,Chetimari,109,0,,,
2022-09-30,Diffa,Diffa,Chetimari,1378,0,,,
2022-09-30,Diffa,Diffa,Chetimari,55,0,,,
2022-09-30,Diffa,Diffa,Chetimari,290,0,,,
2022-09-30,Diffa,Diffa,Chetimari,722,0,,,
2022-09-30,Diffa,Diffa,Chetimari,34,0,,,
2022-09-30,Diffa,Diffa,Chetimari,2171,0,,,
2022-09-30,Diffa,Diffa,Chetimari,361,0,,,
2022-09-30,Diffa,Diffa,Chetimari,218,0,,,
2022-09-30,Diffa,Diffa,Chetimari,361,0,,,
2022-09-30,Diffa,Diffa,Chetimari,38,0,,,
2022-09-30,Diffa,Diffa,Chetimari,38,0,,,
2022-09-30,Diffa,Diffa,Chetimari,71,0,,,
2022-09-30,Diffa,Diffa,Chetimari,361,0,,,
2022-09-30,Diffa,Diffa,Chetimari,525,0,,,
2022-09-30,Diffa,Diffa,Chetimari,218,10,,,
2022-09-30,Diffa,Diffa,Chetimari,109,0,,,
2022-09-30,Diffa,Diffa,Chetimari,290,0,,,
2022-09-30,Diffa,Diffa,Chetimari,1088,0,,,
2022-09-30,Diffa,Diffa,Chetimari,399,0,,,
2022-09-30,Diffa,Diffa,Chetimari,689,0,,,
2022-09-30,Diffa,Diffa,Chetimari,542,0,,,
2022-09-30,Diffa,Diffa,Chetimari,109,0,,,
2022-09-30,Diffa,Diffa,Chetimari,126,0,,,
2022-09-30,Diffa,Diffa,Chetimari,38,0,,,
2022-09-30,Diffa,Diffa,Chetimari,235,5,,,
2022-09-30,Diffa,Diffa,Chetimari,0,0,,,
2022-09-30,Diffa,Diffa,Chetimari,139,0,,,
2022-09-30,Diffa,Diffa,Chetimari,1159,0,,,
2022-09-30,Diffa,Diffa,Chetimari,218,0,,,
2022-09-30,Diffa,Diffa,Chetimari,181,0,,,
2022-09-30,Diffa,Diffa,Chetimari,1159,0,,,
2022-09-30,Diffa,Diffa,Chetimari,361,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,542,0,,,
2022-09-30,Diffa,Diffa,Diffa,634,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,722,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,71,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,181,0,,,
2022-09-30,Diffa,Diffa,Diffa,109,0,,,
2022-09-30,Diffa,Diffa,Diffa,542,0,,,
2022-09-30,Diffa,Diffa,Diffa,361,0,,,
2022-09-30,Diffa,Diffa,Diffa,181,0,,,
2022-09-30,Diffa,Diffa,Diffa,290,0,,,
2022-09-30,Diffa,Diffa,Diffa,433,0,,,
2022-09-30,Diffa,Diffa,Diffa,0,0,,,
2022-09-30,Diffa,Diffa,Diffa,206,150,,,
2022-09-30,Diffa,Diffa,Diffa,109,0,,,
2022-09-30,Diffa,Diffa,Diffa,218,0,,,
2022-09-30,Diffa,Diffa,Chetimari,25,0,,,
2022-09-30,Diffa,Diffa,Chetimari,42,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,164,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,1449,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,109,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,2898,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,722,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,218,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,290,20,,,
2022-09-30,Diffa,Diffa,Gueskerou,71,130,,,
2022-09-30,Diffa,Diffa,Gueskerou,722,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,626,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,722,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,328,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,252,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,181,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,328,0,,,
2022-09-30,Diffa,Diffa,Chetimari,71,0,,,
2022-09-30,Diffa,Diffa,Diffa,181,0,,,
2022-09-30,Diffa,Diffa,Diffa,542,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,508,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,0,15,,,
2022-09-30,Diffa,Diffa,Gueskerou,2898,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,2533,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,361,0,,,
2022-09-30,Diffa,Diffa,Gueskerou,1483,20,,,
2022-09-30,Diffa,Diffa,Gueskerou,71,30,,,
2022-09-30,Diffa,Diffa,Gueskerou,181,250,,,
2022-09-30,Diffa,Diffa,Gueskerou,361,0,,,
2022-09-30,Diffa,Goudoumaria,Goudoumaria,34,0,,,
2022-09-30,Diffa,Goudoumaria,Goudoumaria,106,35,,,
2022-09-30,Diffa,Goudoumaria,Goudoumaria,25,0,,,
2022-09-30,Diffa,Goudoumaria,Goudoumaria,50,77,,,
2022-09-30,Diffa,Goudoumaria,Goudoumaria,126,40,,,
2022-09-30,Diffa,Goudoumaria,Goudoumaria,0,0,,,
2022-09-30,Diffa,Goudoumaria,Goudoumaria,105,10,,,
2022-09-30,Diffa,Goudoumaria,Goudoumaria,34,0,,,
2022-09-30,Diffa,Goudoumaria,Goudoumaria,4,40,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,336,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,84,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,0,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,168,10,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,126,20,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,42,15,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,546,200,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,1470,350,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,0,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,3301,12,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,252,130,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,630,400,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,756,20,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,63,20,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,42,2,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,210,40,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,84,20,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,504,12,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,84,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,756,70,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,790,23,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,294,50,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,21,2,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,25,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,8,4,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,63,3,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,210,70,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,210,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,4,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,42,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,25,1,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,13,5,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,13,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,84,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,105,15,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,210,150,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,0,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,17,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,67,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,105,50,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,0,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,17,2,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,13,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,63,13,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,25,3,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,0,0,,,
2022-09-30,Diffa,Maïné Soroa,Foulatari,0,12,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,0,15,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,0,2,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,0,15,,,
2022-09-30,Diffa,Maïné Soroa,Foulatari,147,50,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,63,40,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,0,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,294,8,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,210,0,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,147,25,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,0,3,,,
2022-09-30,Diffa,Maïné Soroa,Mainé Soroa,0,13,,,
2022-09-30,Diffa,N'Gourti,Ngourti,84,7,,,
2022-09-30,Diffa,N'Gourti,Ngourti,0,0,,,
2022-09-30,Diffa,N'Gourti,Ngourti,126,10,,,
2022-09-30,Diffa,N'Gourti,Ngourti,42,11,,,
2022-09-30,Diffa,N'Gourti,Ngourti,210,60,,,
2022-09-30,Diffa,N'Gourti,Ngourti,210,0,,,
2022-09-30,Diffa,N'Gourti,Ngourti,0,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,172,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,206,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,517,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,1037,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,1037,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,693,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,693,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,1382,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,559,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,105,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,693,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,139,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,67,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,50,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,533,7,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,139,40,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,2079,150,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,105,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,1042,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,1730,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,693,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,344,150,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,1735,300,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,34,20,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,344,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,172,10,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,206,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,517,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,693,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,277,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,206,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,865,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,1037,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,206,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,223,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,1210,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,172,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,139,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,50,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,693,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,344,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,244,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,0,350,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,693,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,1037,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,865,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,105,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,206,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,160,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,1730,50,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,1037,450,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,0,40,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,67,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,50,15,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,693,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,344,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,2075,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,0,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,1222,0,,,
2022-09-30,Diffa,N'Guigmi,Nguigmi,0,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,0,20,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,0,50,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,105,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,344,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,344,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,0,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,20740,0,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,3457,300,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,0,200,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,67,20,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,0,250,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,0,70,,,
2022-09-30,Diffa,N'Guigmi,Kabalewa,0,20,,,
2022-09-30,Tahoua,Bagaroua,Bagaroua,172,0,,,
2022-09-30,Tahoua,Bagaroua,Bagaroua,86,60,,,
2022-09-30,Tahoua,Bagaroua,Bagaroua,860,0,,,
2022-09-30,Tahoua,Bagaroua,Bagaroua,194,0,,,
2022-09-30,Tahoua,Bagaroua,Bagaroua,0,0,,,
2022-09-30,Tahoua,Bagaroua,Bagaroua,256,0,,,
2022-09-30,Tahoua,Bagaroua,Bagaroua,82,29,,,
2022-09-30,Tahoua,Bagaroua,Bagaroua,187,0,,,
2022-09-30,Tahoua,Bagaroua,Bagaroua,155,0,,,
2022-09-30,Tahoua,Bagaroua,Bagaroua,215,0,,,
2022-09-30,Tahoua,Bagaroua,Bagaroua,0,0,,,
2022-09-30,Tahoua,Bagaroua,Bagaroua,0,0,,,
