dates,region,department,commune,IdpsInd,IdpReturn,ReturnFromOutsideBorder,Refugees,RessortissantPaysTiers
2022-09-30,Tahoua,Bagaroua,Bagaroua,858,0,,,
2022-09-30,Tahoua,Bagaroua,Bagaroua,0,0,,,
2022-09-30,Tahoua,Birni N'Konni,Birnin Konni,0,0,,,
2022-09-30,Tahoua,Birni N'Konni,Birnin Konni,0,8,,,
2022-09-30,Tahoua,Birni N'Konni,Birnin Konni,0,0,,,
2022-09-30,Tahoua,Birni N'Konni,Birnin Konni,0,0,,,
2022-09-30,Tahoua,Birni N'Konni,Birnin Konni,0,0,,,
2022-09-30,Tahoua,Birni N'Konni,Birnin Konni,0,0,,,
2022-09-30,Tahoua,Birni N'Konni,Birnin Konni,0,0,,,
2022-09-30,Tahoua,Birni N'Konni,Birnin Konni,0,0,,,
2022-09-30,Tahoua,Birni N'Konni,Birnin Konni,0,0,,,
2022-09-30,Tahoua,Birni N'Konni,Bazaga,0,0,,,
2022-09-30,Tahoua,Birni N'Konni,Birnin Konni,0,0,,,
2022-09-30,Tahoua,Birni N'Konni,Birnin Konni,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,20,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,10,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,175,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,40,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,145,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,50,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,30,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,1000,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,140,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,10,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,20,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,10,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,125,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,50,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,17,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Sabon Guida,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,30,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,10,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,125,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,25,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,40,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,125,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,20,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Sabon Guida,0,30,,,
2022-09-30,Tahoua,Madaoua,Sabon Guida,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Sabon Guida,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,0,,,
2022-09-30,Tahoua,Madaoua,Bangui,0,8,,,
2022-09-30,Tahoua,Tahoua,Tahoua 2,0,0,,,
2022-09-30,Tahoua,Tahoua,Tahoua 2,0,0,,,
2022-09-30,Tahoua,Tahoua,Tahoua 2,0,0,,,
2022-09-30,Tahoua,Tahoua,Tebaram,0,25,,,
2022-09-30,Tahoua,Tassara,Tassara,2580,11,,,
2022-09-30,Tahoua,Tassara,Tassara,215,11,,,
2022-09-30,Tahoua,Tassara,Tassara,4064,40,,,
2022-09-30,Tahoua,Tassara,Tassara,3922,200,,,
2022-09-30,Tahoua,Tassara,Tassara,516,0,,,
2022-09-30,Tahoua,Tassara,Tassara,1170,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Kao,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Tchintabaraden,0,11,,,
2022-09-30,Tahoua,Tchintabaraden,Tchintabaraden,0,6,,,
2022-09-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Tchintabaraden,0,1,,,
2022-09-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Tchintabaraden,0,25,,,
2022-09-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Tchintabaraden,0,109,,,
2022-09-30,Tahoua,Tchintabaraden,Tchintabaraden,0,0,,,
2022-09-30,Tahoua,Tchintabaraden,Tchintabaraden,0,243,,,
2022-09-30,Tahoua,Tillia,Tillia,3892,0,,,
2022-09-30,Tahoua,Tillia,Tillia,0,0,,,
2022-09-30,Tahoua,Tillia,Tillia,172,0,,,
2022-09-30,Tahoua,Tillia,Tillia,516,0,,,
2022-09-30,Tahoua,Tillia,Tillia,1290,0,,,
2022-09-30,Tahoua,Tillia,Tillia,323,0,,,
2022-09-30,Tahoua,Tillia,Tillia,439,0,,,
2022-09-30,Tahoua,Tillia,Tillia,860,100,,,
2022-09-30,Tahoua,Tillia,Tillia,860,0,,,
2022-09-30,Tahoua,Tillia,Tillia,645,0,,,
2022-09-30,Tahoua,Tillia,Tillia,525,0,,,
2022-09-30,Tahoua,Tillia,Tillia,112,0,,,
2022-09-30,Tahoua,Tillia,Tillia,108,7,,,
2022-09-30,Tahoua,Tillia,Tillia,3943,0,,,
2022-09-30,Tahoua,Tillia,Tillia,1092,0,,,
2022-09-30,Tahoua,Tillia,Tillia,181,0,,,
2022-09-30,Tahoua,Tillia,Tillia,645,0,,,
2022-09-30,Tahoua,Tillia,Tillia,1075,0,,,
2022-09-30,Tahoua,Tillia,Tillia,439,0,,,
2022-09-30,Tahoua,Tillia,Tillia,77,0,,,
2022-09-30,Tahoua,Tillia,Tillia,1767,0,,,
2022-09-30,Tahoua,Tillia,Tillia,39,0,,,
2022-09-30,Tahoua,Tillia,Tillia,516,0,,,
2022-09-30,Tahoua,Tillia,Tillia,671,0,,,
2022-09-30,Tahoua,Tillia,Tillia,348,0,,,
2022-09-30,Tahoua,Tillia,Tillia,581,0,,,
2022-09-30,Tahoua,Tillia,Tillia,138,0,,,
2022-09-30,Tahoua,Tillia,Tillia,82,0,,,
2022-09-30,Tahoua,Tillia,Tillia,645,0,,,
2022-09-30,Tahoua,Tillia,Tillia,344,0,,,
2022-09-30,Tahoua,Tillia,Tillia,452,0,,,
2022-09-30,Tahoua,Tillia,Tillia,452,0,,,
2022-09-30,Tahoua,Tillia,Tillia,387,0,,,
2022-09-30,Tahoua,Tillia,Tillia,460,0,,,
2022-09-30,Tahoua,Tillia,Tillia,9838,0,,,
2022-09-30,Tillabéri,Abala,Abala,700,0,,,
2022-09-30,Tillabéri,Abala,Abala,343,0,,,
2022-09-30,Tillabéri,Abala,Abala,560,0,,,
2022-09-30,Tillabéri,Abala,Abala,490,0,,,
2022-09-30,Tillabéri,Abala,Abala,840,0,,,
2022-09-30,Tillabéri,Abala,Abala,490,0,,,
2022-09-30,Tillabéri,Abala,Sanam,1050,0,,,
2022-09-30,Tillabéri,Abala,Abala,840,0,,,
2022-09-30,Tillabéri,Abala,Abala,1876,0,,,
2022-09-30,Tillabéri,Abala,Abala,3374,0,,,
2022-09-30,Tillabéri,Abala,Abala,1148,0,,,
2022-09-30,Tillabéri,Abala,Abala,1932,0,,,
2022-09-30,Tillabéri,Abala,Abala,70,0,,,
2022-09-30,Tillabéri,Abala,Abala,0,0,,,
2022-09-30,Tillabéri,Ayerou,Ayorou,4218,0,,,
2022-09-30,Tillabéri,Ayerou,Ayorou,1148,0,,,
2022-09-30,Tillabéri,Ayerou,Ayorou,847,0,,,
2022-09-30,Tillabéri,Ayerou,Ayorou,910,0,,,
2022-09-30,Tillabéri,Ayerou,Ayorou,875,0,,,
2022-09-30,Tillabéri,Ayerou,Ayorou,1050,0,,,
2022-09-30,Tillabéri,Ayerou,Ayorou,10668,0,,,
2022-09-30,Tillabéri,Balleyara,Tagazar,5628,0,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,805,0,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,2023,0,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,658,0,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,238,0,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,1540,0,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,2380,0,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,3500,0,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,441,0,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,2961,0,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,406,0,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,434,0,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,1295,0,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,2100,0,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,980,0,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,7364,0,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,0,92,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,0,334,,,
2022-09-30,Tillabéri,Banibangou,Banibangou,0,200,,,
2022-09-30,Tillabéri,Bankilaré,Bankilaré,623,0,,,
2022-09-30,Tillabéri,Bankilaré,Bankilaré,1149,0,,,
2022-09-30,Tillabéri,Bankilaré,Bankilaré,121,0,,,
2022-09-30,Tillabéri,Bankilaré,Bankilaré,0,0,,,
2022-09-30,Tillabéri,Bankilaré,Bankilaré,0,0,,,
2022-09-30,Tillabéri,Gothèye,Gotheye,941,0,,,
2022-09-30,Tillabéri,Gothèye,Gotheye,306,0,,,
2022-09-30,Tillabéri,Gothèye,Gotheye,996,0,,,
2022-09-30,Tillabéri,Gothèye,Gotheye,1217,0,,,
2022-09-30,Tillabéri,Kollo,Karma,34,0,,,
2022-09-30,Tillabéri,Kollo,Karma,47,0,,,
2022-09-30,Tillabéri,Kollo,Kollo,17,0,,,
2022-09-30,Tillabéri,Kollo,Karma,31,0,,,
2022-09-30,Tillabéri,Kollo,Karma,17,0,,,
2022-09-30,Tillabéri,Kollo,Karma,6,0,,,
2022-09-30,Tillabéri,Kollo,Karma,51,0,,,
2022-09-30,Tillabéri,Kollo,Karma,15,0,,,
2022-09-30,Tillabéri,Kollo,Namaro,4,0,,,
2022-09-30,Tillabéri,Kollo,Namaro,31,0,,,
2022-09-30,Tillabéri,Kollo,Namaro,44,0,,,
2022-09-30,Tillabéri,Kollo,Namaro,22,0,,,
2022-09-30,Tillabéri,Kollo,Namaro,49,0,,,
2022-09-30,Tillabéri,Kollo,Namaro,18,0,,,
2022-09-30,Tillabéri,Kollo,Namaro,16,0,,,
2022-09-30,Tillabéri,Kollo,Namaro,47,0,,,
2022-09-30,Tillabéri,Kollo,Namaro,101,0,,,
2022-09-30,Tillabéri,Kollo,Bitinkodji,132,0,,,
2022-09-30,Tillabéri,Kollo,Bitinkodji,13,0,,,
2022-09-30,Tillabéri,Kollo,Bitinkodji,51,0,,,
2022-09-30,Tillabéri,Kollo,Bitinkodji,25,0,,,
2022-09-30,Tillabéri,Kollo,Bitinkodji,7,0,,,
2022-09-30,Tillabéri,Kollo,Bitinkodji,15,0,,,
2022-09-30,Tillabéri,Kollo,Bitinkodji,9,0,,,
2022-09-30,Tillabéri,Kollo,Karma,42,0,,,
2022-09-30,Tillabéri,Kollo,Karma,11,0,,,
2022-09-30,Tillabéri,Kollo,Karma,70,0,,,
2022-09-30,Tillabéri,Kollo,Libore,210,36,,,
2022-09-30,Tillabéri,Kollo,Libore,350,100,,,
2022-09-30,Tillabéri,Kollo,Libore,70,10,,,
2022-09-30,Tillabéri,Kollo,Libore,7,7,,,
2022-09-30,Tillabéri,Kollo,N_Dounga,0,25,,,
2022-09-30,Tillabéri,Kollo,N_Dounga,0,70,,,
2022-09-30,Tillabéri,Kollo,N_Dounga,1995,0,,,
2022-09-30,Tillabéri,Kollo,Youri,0,30,,,
2022-09-30,Tillabéri,Kollo,Youri,0,40,,,
2022-09-30,Tillabéri,Kollo,Youri,91,77,,,
2022-09-30,Tillabéri,Kollo,Hamdallaye,105,41,,,
2022-09-30,Tillabéri,Kollo,Dantchiandou,0,24,,,
2022-09-30,Tillabéri,Kollo,Kollo,84,17,,,
2022-09-30,Tillabéri,Kollo,Kollo,420,200,,,
2022-09-30,Tillabéri,Kollo,N_Dounga,182,75,,,
2022-09-30,Tillabéri,Kollo,Dantchiandou,2009,45,,,
2022-09-30,Tillabéri,Kollo,Dantchiandou,0,35,,,
2022-09-30,Tillabéri,Kollo,Dantchiandou,0,12,,,
2022-09-30,Tillabéri,Kollo,Koure,0,300,,,
2022-09-30,Tillabéri,Kollo,Koure,840,0,,,
2022-09-30,Tillabéri,Kollo,Koure,0,105,,,
2022-09-30,Tillabéri,Kollo,Youri,210,0,,,
2022-09-30,Tillabéri,Kollo,Kirtachi,0,30,,,
2022-09-30,Tillabéri,Kollo,Kirtachi,77,3,,,
2022-09-30,Tillabéri,Kollo,Kirtachi,0,21,,,
2022-09-30,Tillabéri,Kollo,Kollo,140,35,,,
2022-09-30,Tillabéri,Kollo,Kollo,91,7,,,
2022-09-30,Tillabéri,Kollo,Kollo,308,0,,,
2022-09-30,Tillabéri,Kollo,Hamdallaye,28,16,,,
2022-09-30,Tillabéri,Kollo,Kollo,0,23,,,
2022-09-30,Tillabéri,Kollo,Kollo,63,31,,,
2022-09-30,Tillabéri,Kollo,Kollo,0,11,,,
2022-09-30,Tillabéri,Kollo,Kollo,525,60,,,
2022-09-30,Tillabéri,Kollo,Kollo,7,48,,,
2022-09-30,Tillabéri,Kollo,Kollo,875,0,,,
2022-09-30,Tillabéri,Kollo,Kollo,350,115,,,
2022-09-30,Tillabéri,Kollo,N_Dounga,182,10,,,
2022-09-30,Tillabéri,Kollo,Kollo,581,0,,,
2022-09-30,Tillabéri,Kollo,N_Dounga,693,25,,,
2022-09-30,Tillabéri,Kollo,N_Dounga,0,66,,,
2022-09-30,Tillabéri,Kollo,N_Dounga,0,82,,,
2022-09-30,Tillabéri,Kollo,Libore,14,48,,,
2022-09-30,Tillabéri,Kollo,Libore,574,105,,,
2022-09-30,Tillabéri,Ouallam,Tondikiwindi,455,0,,,
2022-09-30,Tillabéri,Ouallam,Ouallam,6735,0,,,
2022-09-30,Tillabéri,Ouallam,Tondikiwindi,7000,0,,,
2022-09-30,Tillabéri,Téra,Tera,311,48,,,
2022-09-30,Tillabéri,Téra,Tera,0,0,,,
2022-09-30,Tillabéri,Téra,Tera,2737,0,,,
2022-09-30,Tillabéri,Téra,Tera,10784,0,,,
2022-09-30,Tillabéri,Tillabéri,Dessa,868,50,,,
2022-09-30,Tillabéri,Tillabéri,Dessa,350,6,,,
2022-09-30,Tillabéri,Tillabéri,Dessa,910,0,,,
2022-09-30,Tillabéri,Tillabéri,Dessa,3619,0,,,
2022-09-30,Tillabéri,Tillabéri,Dessa,280,0,,,
2022-09-30,Tillabéri,Tillabéri,Dessa,945,0,,,
2022-09-30,Tillabéri,Tillabéri,Dessa,600,0,,,
2022-09-30,Tillabéri,Tillabéri,Dessa,315,0,,,
2022-09-30,Tillabéri,Tillabéri,Dessa,1050,40,,,
2022-09-30,Tillabéri,Tillabéri,Tillaberi,490,0,,,
2022-09-30,Tillabéri,Tillabéri,Tillaberi,3500,0,,,
2022-09-30,Tillabéri,Tillabéri,Tillaberi,560,0,,,
2022-09-30,Tillabéri,Tillabéri,Sakoira,1757,0,,,
2022-09-30,Tillabéri,Tillabéri,Dessa,2100,0,,,
2022-09-30,Tillabéri,Tillabéri,Dessa,600,0,,,
2022-09-30,Tillabéri,Tillabéri,Dessa,469,67,,,
2022-09-30,Tillabéri,Tillabéri,Sakoira,476,4,,,
2022-09-30,Tillabéri,Torodi,Makalondi,840,0,,,
2022-09-30,Tillabéri,Torodi,Makalondi,322,7,,,
2022-09-30,Tillabéri,Torodi,Makalondi,1050,30,,,
2022-09-30,Tillabéri,Torodi,Makalondi,224,2,,,
2022-09-30,Tillabéri,Torodi,Makalondi,2282,0,,,
2022-09-30,Tillabéri,Torodi,Makalondi,210,13,,,
2022-09-30,Tillabéri,Torodi,Makalondi,525,0,,,
2022-09-30,Tillabéri,Torodi,Torodi,1225,0,,,
2022-09-30,Tillabéri,Torodi,Torodi,280,0,,,
2022-09-30,Tillabéri,Torodi,Torodi,7910,250,,,
2022-09-30,Tillabéri,Torodi,Torodi,11388,0,,,
2022-09-30,Tillabéri,Torodi,Torodi,616,0,,,
2022-09-30,Tillabéri,Torodi,Torodi,241,0,,,
2022-09-30,Tillabéri,Torodi,Torodi,217,0,,,
2022-09-30,Tillabéri,Torodi,Torodi,9,8,,,
2022-09-30,Tillabéri,Torodi,Torodi,21,8,,,
2022-09-30,Tillabéri,Torodi,Makalondi,228,0,,,
2022-09-30,Tillabéri,Torodi,Torodi,69,0,,,
2022-09-30,Tillabéri,Téra,Diagorou,1848,0,,,
2022-09-30,Maradi,Madarounfa,Madarounfa,0,0,,,
2022-09-30,Maradi,Madarounfa,Madarounfa,70,0,,,
2022-09-30,Maradi,Madarounfa,Madarounfa,7,0,,,
2022-09-30,Maradi,Madarounfa,Madarounfa,91,0,,,
2022-09-30,Maradi,Guidan Roumdji,Tibiri,490,15,,,
2022-09-30,Maradi,Madarounfa,Gabi,105,0,,,
2022-09-30,Maradi,Madarounfa,Gabi,70,6,,,
2022-09-30,Maradi,Madarounfa,Gabi,700,0,,,
2022-09-30,Maradi,Madarounfa,Gabi,462,0,,,
2022-09-30,Maradi,Madarounfa,Safo,350,200,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Sori,105,0,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Sori,35,2,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Roumdji,455,0,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Roumdji,238,0,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Roumdji,70,28,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Roumdji,70,0,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Roumdji,826,0,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Roumdji,42,0,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Roumdji,350,15,,,
2022-09-30,Maradi,Guidan Roumdji,Tibiri,140,0,,,
2022-09-30,Maradi,Guidan Roumdji,Tibiri,140,0,,,
2022-09-30,Maradi,Guidan Roumdji,Tibiri,350,0,,,
2022-09-30,Maradi,Guidan Roumdji,Tibiri,210,0,,,
2022-09-30,Maradi,Guidan Roumdji,Tibiri,14,1,,,
2022-09-30,Maradi,Guidan Roumdji,Tibiri,14,0,,,
2022-09-30,Maradi,Guidan Roumdji,Tibiri,14,0,,,
2022-09-30,Maradi,Guidan Roumdji,Tibiri,7,0,,,
2022-09-30,Maradi,Guidan Roumdji,Tibiri,35,0,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Roumdji,70,2,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Roumdji,21,0,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Roumdji,67,2,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Roumdji,152,0,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Roumdji,77,3,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Roumdji,70,4,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Sori,175,2,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Sori,140,2,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Roumdji,35,0,,,
2022-09-30,Maradi,Guidan Roumdji,Tibiri,210,1,,,
2022-09-30,Maradi,Madarounfa,Gabi,700,10,,,
2022-09-30,Maradi,Madarounfa,Sarkin Yamma,259,0,,,
2022-09-30,Maradi,Madarounfa,Gabi,840,0,,,
2022-09-30,Maradi,Madarounfa,Gabi,105,70,,,
2022-09-30,Maradi,Madarounfa,Gabi,91,0,,,
2022-09-30,Maradi,Madarounfa,Gabi,77,0,,,
2022-09-30,Maradi,Madarounfa,Gabi,140,0,,,
2022-09-30,Maradi,Madarounfa,Gabi,140,0,,,
2022-09-30,Maradi,Madarounfa,Gabi,14,0,,,
2022-09-30,Maradi,Madarounfa,Gabi,105,41,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Sori,245,40,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Sori,315,15,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Roumdji,7,80,,,
2022-09-30,Maradi,Guidan Roumdji,Tibiri,420,19,,,
2022-09-30,Maradi,Madarounfa,Madarounfa,280,0,,,
2022-09-30,Maradi,Madarounfa,Gabi,21,0,,,
2022-09-30,Maradi,Guidan Roumdji,Guidan Roumdji,308,0,,,
2022-09-30,Maradi,Guidan Roumdji,Tibiri,315,0,,,
2022-09-30,Maradi,Madarounfa,Safo,42,0,,,
2022-09-30,Maradi,Madarounfa,Madarounfa,70,0,,,
2022-09-30,Maradi,Guidan Roumdji,Tibiri,1400,25,,,
2022-09-30,Maradi,Madarounfa,Madarounfa,36,0,,,
2022-09-30,Maradi,Madarounfa,Madarounfa,140,0,,,
2022-09-30,Maradi,Madarounfa,Gabi,82,0,,,
2022-09-30,Maradi,Madarounfa,Gabi,140,30,,,
2022-09-30,Maradi,Madarounfa,Gabi,21,7,,,
2022-09-30,Maradi,Madarounfa,Gabi,8,0,,,
2022-09-30,Maradi,Madarounfa,Gabi,15,0,,,
2022-09-30,Maradi,Madarounfa,Dan Issa,42,0,,,
